foodid,Time,Date,DateFormat,DateTime,Month,Day,Count,Year,WeekDay,Season,Building Number,lat,lon,Room Number,Email Subject
364,1:10:32 PM,2/15/17,2/15/17,2/15/17 1:10 PM,Feb,15,1,2017,Wed,Winter,w20,42.35888889,71.09472222,2,Indian food in second floor lounge w20
365,6:39:02 PM,2/15/17,2/15/17,2/15/17 6:39 PM,Feb,15,1,2017,Wed,Winter,n52,42.36222222,71.09722222,3,Free Mediterranean food at N52 (3rd floor)
366,7:10:36 PM,2/16/17,2/16/17,2/16/17 7:10 PM,Feb,16,1,2017,Thu,Winter,50,42.35916667,71.08805556,5,Indian Food- 50-005
367,7:28:25 PM,2/16/17,2/16/17,2/16/17 7:28 PM,Feb,16,1,2017,Thu,Winter,2,42.35861111,71.09,135,6 korean tofu bowls 2-135
368,1:38:48 PM,2/18/17,2/18/17,2/18/17 1:38 PM,Feb,18,1,2017,Sat,Winter,10,42.35944444,71.09194444,1,50ish lbs of Bagels and Muffins in Lobby 10 eom
369,3:14:39 PM,2/18/17,2/18/17,2/18/17 3:14 PM,Feb,18,1,2017,Sat,Winter,50,42.35916667,71.08805556,140,"pizza, bagels and soda in Morss Hall"
370,5:21:21 PM,2/18/17,2/18/17,2/18/17 5:21 PM,Feb,18,1,2017,Sat,Winter,w15,42.35805556,71.09388889,1,Pizza in chapel
371,8:10:23 PM,2/18/17,2/18/17,2/18/17 8:10 PM,Feb,18,1,2017,Sat,Winter,w20,42.35888889,71.09472222,1,Domino's Pizza in Stud
372,11:20:52 PM,2/18/17,2/18/17,2/18/17 11:20 PM,Feb,18,1,2017,Sat,Winter,32,42.36138889,71.09055556,123,Cake in front of 32-123 eom
373,12:14:07 PM,2/20/17,2/20/17,2/20/17 12:14 PM,Feb,20,1,2017,Mon,Winter,W11,42.35805556,71.09333333,1,Cherry-flavored chocolates (alcoholic) in W1 (Maseeh Hall) lobby EOM
374,3:22:45 PM,2/20/17,2/20/17,2/20/17 3:22 PM,Feb,20,1,2017,Mon,Winter,e19,42.36194444,71.08777778,1,salad in bldg E19
375,4:37:28 PM,2/20/17,2/20/17,2/20/17 4:37 PM,Feb,20,1,2017,Mon,Winter,2,42.35861111,71.09,157,"Bagels+Cream Cheese, Donut Holes, Tortilla Chips outside 2-157"
376,7:46:11 PM,2/20/17,2/20/17,2/20/17 7:46 PM,Feb,20,1,2017,Mon,Winter,10,42.35944444,71.09194444,1,Pizza in lobby 10! Please email when gone! Eom
377,10:02:00 PM,2/21/17,2/21/17,2/21/17 10:02 PM,Feb,21,1,2017,Tue,Winter,36,42.36138889,71.09138889,5,free pizza in 36-5xx elevator lobby eom
378,1:12:21 PM,2/22/17,2/22/17,2/22/17 1:12 PM,Feb,22,1,2017,Wed,Winter,w20,42.35888889,71.09472222,201,Sandwiches and Desserts
379,7:27:15 PM,2/22/17,2/22/17,2/22/17 7:27 PM,Feb,22,1,2017,Wed,Winter,32,42.36138889,71.09055556,155,Burritos outside 32-155
380,7:28:17 PM,2/22/17,2/22/17,2/22/17 7:28 PM,Feb,22,1,2017,Wed,Winter,10,42.35944444,71.09194444,250,Pizza and Water
381,6:16:43 PM,2/23/17,2/23/17,2/23/17 6:16 PM,Feb,23,1,2017,Thu,Winter,W20,42.35888889,71.09472222,306l,Free food in Twenty Chimneys (W20-306l
382,7:35:15 PM,2/23/17,2/23/17,2/23/17 7:35 PM,Feb,23,1,2017,Thu,Winter,32,42.36138889,71.09055556,155,Handful of burritos & salad outside 32-155
383,2:56:53 PM,2/24/17,2/24/17,2/24/17 2:56 PM,Feb,24,1,2017,Fri,Winter,10,42.35944444,71.09194444,1,Bread rolls & sliced melon in lobby 10 eom
384,3:43:31 PM,2/24/17,2/24/17,2/24/17 3:43 PM,Feb,24,1,2017,Fri,Winter,e14,42.36027778,71.08722222,304,Taco bar in 14E-304 kitchen
385,6:24:04 PM,2/24/17,2/24/17,2/24/17 6:24 PM,Feb,24,1,2017,Fri,Winter,w20,42.35888889,71.09472222,1,Free food in Stata R&D commons
386,8:32:10 PM,2/24/17,2/24/17,2/24/17 8:32 PM,Feb,24,1,2017,Fri,Winter,4,42.35916667,71.09111111,237,Bowl of salad dressing in 4-237
387,8:55:42 PM,2/24/17,2/24/17,2/24/17 8:55 PM,Feb,24,1,2017,Fri,Winter,w20,42.35888889,71.09472222,1,"Free food of noodles, vegetables, rice, meat, cold coffee on W20 first floor"
388,10:24:37 PM,2/24/17,2/24/17,2/24/17 10:24 PM,Feb,24,1,2017,Fri,Winter,E14,42.36027778,71.08722222,1,Trays of pita bread - Media Lab
389,10:37:12 AM,2/25/17,2/25/17,2/25/17 10:37 AM,Feb,25,1,2017,Sat,Winter,26,42.36083333,71.09083333,1,Building 26 breakfast food
390,1:28:19 PM,2/25/17,2/25/17,2/25/17 1:28 PM,Feb,25,1,2017,Sat,Winter,26,42.36083333,71.09083333,100,Oasis in hallway outside of 26-100(1)
391,1:33:20 PM,2/25/17,2/25/17,2/25/17 1:33 PM,Feb,25,1,2017,Sat,Winter,26,42.36083333,71.09083333,100,Oasis in hallway outside of 26-100
392,2:47:34 PM,2/26/17,2/26/17,2/26/17 2:47 PM,Feb,26,1,2017,Sun,Winter,10,42.35944444,71.09194444,1,Chinese food in Lobby 10
393,8:07:41 PM,2/26/17,2/26/17,2/26/17 8:07 PM,Feb,26,1,2017,Sun,Winter,w20,42.35888889,71.09472222,3,[Tray of Rice at 3rd floor of Stud] eom
394,9:09:28 PM,2/26/17,2/26/17,2/26/17 9:09 PM,Feb,26,1,2017,Sun,Winter,W61,42.35527778,71.09944444,1,A trey of white rice at MacG dance studio EOM
395,9:34:10 PM,2/27/17,2/27/17,2/27/17 9:34 PM,Feb,27,1,2017,Mon,Winter,10,42.35944444,71.09194444,1,Salad and dressing and butter pats. Lobby 10. Eom
396,1:21:19 PM,2/28/17,2/28/17,2/28/17 1:21 PM,Feb,28,1,2017,Tue,Winter,36,42.36138889,71.09138889,8,Bagels & Coffee in Building 36- 8th floor
397,8:56:35 PM,2/28/17,2/28/17,2/28/17 8:56 PM,Feb,28,1,2017,Tue,Winter,66,42.36083333,71.08888889,201,Thelonious in 66-201 eom
398,9:27:17 PM, 4 Feb 2017 ,2/4/17,2/4/17 9:27 PM,Feb,4,1,2017,Sat,Winter,w16,42.35805556,71.095,1,Pizza in Kresge Lobby
399,1:55:58 PM, 6 Feb 2017 ,2/6/17,2/6/17 1:55 PM,Feb,6,1,2017,Mon,Winter,1,42.35805556,71.09194444,131,Guacamole and Salsa outside 1-131
400,5:24:37 PM, 6 Feb 2017 ,2/6/17,2/6/17 5:24 PM,Feb,6,1,2017,Mon,Winter,w20,42.35888889,71.09472222,4,Veggie and cheese platters w20 near 20 chimneys eom
401,5:35:36 PM, 6 Feb 2017 ,2/6/17,2/6/17 5:35 PM,Feb,6,1,2017,Mon,Winter,e14,42.36027778,71.08722222,1,"Leftover cookies, foccacia E14 first floor"
402,5:49:15 PM, 6 Feb 2017 ,2/6/17,2/6/17 5:49 PM,Feb,6,1,2017,Mon,Winter,2,42.35861111,71.09,290,2-290 LEFTOVER CUPCAKES & WHOOPIE PIES
403,7:56:13 PM, 6 Feb 2017 ,2/6/17,2/6/17 7:56 PM,Feb,6,1,2017,Mon,Winter,4,42.35916667,71.09111111,163,Pizza in 4-163 EOM
404,8:11:03 PM, 6 Feb 2017 ,2/6/17,2/6/17 8:11 PM,Feb,6,1,2017,Mon,Winter,9,42.35972222,71.09333333,451,Greek smorgasbord outside 9-451
405,6:54:29 PM, 7 Feb 2017 ,2/7/17,2/7/17 6:54 PM,Feb,7,1,2017,Tue,Winter,56,42.36055556,71.08972222,154,Annas burritos in 56-154
406,8:38:52 PM, 7 Feb 2017 ,2/7/17,2/7/17 8:38 PM,Feb,7,1,2017,Tue,Winter,34,42.36111111,71.09166667,401,Leftover appetizers 34-401
407,8:48:00 PM, 7 Feb 2017 ,2/7/17,2/7/17 8:48 PM,Feb,7,1,2017,Tue,Winter,e25,42.36166667,71.08694444,401,Mac and cheese and some rice
408,9:12:48 PM, 7 Feb 2017 ,2/7/17,2/7/17 9:12 PM,Feb,7,1,2017,Tue,Winter,34,42.36111111,71.09166667,401,34-401 food gone now(1)
409,4:20:01 PM, 8 Feb 2017 ,2/8/17,2/8/17 4:20 PM,Feb,8,1,2017,Wed,Winter,66,42.36083333,71.08888889,168,"cookies, juice, water 66-168"
410,4:39:42 PM, 8 Feb 2017 ,2/8/17,2/8/17 4:39 PM,Feb,8,1,2017,Wed,Winter,66,42.36083333,71.08888889,168,cookis gone from 66-168
411,8:02:56 PM, 8 Feb 2017 ,2/8/17,2/8/17 8:02 PM,Feb,8,1,2017,Wed,Winter,1,42.35805556,71.09194444,203,Free food outside 1-203
412,2:22:15 PM, 1 Mar 2017 ,3/1/17,3/1/17 2:22 PM,Mar,1,1,2017,Wed,Spring,e25,42.36166667,71.08694444,1,"E25 first floor atrium_ fruit, pastries, juice, and pretzels"
413,3:32:38 PM,3/11/17,3/11/17,3/11/17 3:32 PM,Mar,11,1,2017,Sat,Spring,10,42.35944444,71.09194444,1,"20–30 boxes of Domino's Lobby 10, west edge eom"
414,4:15:31 PM,3/11/17,3/11/17,3/11/17 4:15 PM,Mar,11,1,2017,Sat,Spring,14N,42.35916667,71.08916667,132,"Cheese, pastries, bags of chips outside 14N-132"
415,4:35:21 PM,3/11/17,3/11/17,3/11/17 4:35 PM,Mar,11,1,2017,Sat,Spring,w20,42.35888889,71.09472222,1,veg & dip w20 first floor
416,6:01:49 PM,3/11/17,3/11/17,3/11/17 6:01 PM,Mar,11,1,2017,Sat,Spring,10,42.35944444,71.09194444,1,Rice + 2 Trays of Thai Food in Lobby 10
417,3:17:05 PM,3/12/17,3/12/17,3/12/17 3:17 PM,Mar,12,1,2017,Sun,Spring,10,42.35944444,71.09194444,1,Indian food in Lobby 10
418,12:19:10 PM,3/13/17,3/13/17,3/13/17 12:19 PM,Mar,13,1,2017,Mon,Spring,W20,42.35888889,71.09472222,307,Free Food in W20-307(1)
419,3:45:17 PM,3/13/17,3/13/17,3/13/17 3:45 PM,Mar,13,1,2017,Mon,Spring,w20,42.35888889,71.09472222,1,Free cookies and rice krispy treats in the Stud
420,7:12:27 PM,3/13/17,3/13/17,3/13/17 7:12 PM,Mar,13,1,2017,Mon,Spring,W20,42.35888889,71.09472222,491,Salad in W20-491
421,8:03:28 PM,3/13/17,3/13/17,3/13/17 8:03 PM,Mar,13,1,2017,Mon,Spring,4,42.35916667,71.09111111,163,Pinocchio's pizza + drinks outside 4-163
422,8:08:59 PM,3/13/17,3/13/17,3/13/17 8:08 PM,Mar,13,1,2017,Mon,Spring,w20,42.35888889,71.09472222,202,Chicfila in Lobdell (2nd floor Stud)
423,11:59:50 AM,3/14/17,3/14/17,3/14/17 11:59 AM,Mar,14,1,2017,Tue,Spring,10,42.35944444,71.09194444,1,La verdes sandwich @lobby10
424,12:36:22 PM,3/15/17,3/15/17,3/15/17 12:36 PM,Mar,15,1,2017,Wed,Spring,32,42.36138889,71.09055556,144,Free pizza
425,1:04:36 PM,3/16/17,3/16/17,3/16/17 1:04 PM,Mar,16,1,2017,Thu,Spring,32,42.36138889,71.09055556,D463,Lots of pizza and salad in 32-D463 (EOM)
426,7:43:07 PM,3/16/17,3/16/17,3/16/17 7:43 PM,Mar,16,1,2017,Thu,Spring,w20,42.35888889,71.09472222,1,Pizza and Wings Student Center 1st floor
427,8:02:17 PM,3/17/17,3/17/17,3/17/17 8:02 PM,Mar,17,1,2017,Fri,Spring,68,42.36138889,71.08861111,180,Dominos in 68-180
428,12:13:10 PM,3/18/17,3/18/17,3/18/17 12:13 PM,Mar,18,1,2017,Sat,Spring,w20,42.35888889,71.09472222,1,Sandwiches in the first floor of the student center eom
429,12:18:25 PM,3/18/17,3/18/17,3/18/17 12:18 PM,Mar,18,1,2017,Sat,Spring,10,42.35944444,71.09194444,250,Anna' taqueria outside 10-250
430,4:21:25 PM,3/18/17,3/18/17,3/18/17 4:21 PM,Mar,18,1,2017,Sat,Spring,10,42.35944444,71.09194444,1,Indian food (Desi Dhaba) in Lobby 10
431,5:34:19 PM,3/18/17,3/18/17,3/18/17 5:34 PM,Mar,18,1,2017,Sat,Spring,10,42.35944444,71.09194444,1,So much fancy food in lobby 10
432,2:03:46 PM,3/19/17,3/19/17,3/19/17 2:03 PM,Mar,19,1,2017,Sun,Spring,w20,42.35888889,71.09472222,4,Bagels _ cream cheese in W20 4th floor
433,10:24:41 PM,3/19/17,3/19/17,3/19/17 10:24 PM,Mar,19,1,2017,Sun,Spring,2,42.35861111,71.09,290,Free Chipotle catering next to 2-290
434,2:26:22 PM, 2 Mar 2017 ,3/2/17,3/2/17 2:26 PM,Mar,2,1,2017,Thu,Spring,1,42.35805556,71.09194444,190,Food in 1-190
435,6:05:24 PM, 2 Mar 2017 ,3/2/17,3/2/17 6:05 PM,Mar,2,1,2017,Thu,Spring,4,42.35916667,71.09111111,163,"Anna's burrito, chips_salsa_guac in 4-163 EOM"
436,7:27:03 PM, 2 Mar 2017 ,3/2/17,3/2/17 7:27 PM,Mar,2,1,2017,Thu,Spring,1,42.35805556,71.09194444,125,Salad and rolls across from 1-125 (eom)
437,9:23:13 AM,3/20/17,3/20/17,3/20/17 9:23 AM,Mar,20,1,2017,Mon,Spring,2,42.35861111,71.09,190,Bagels and coffee outside 2-190
438,12:29:25 PM,3/20/17,3/20/17,3/20/17 12:29 PM,Mar,20,1,2017,Mon,Spring,W20,42.35888889,71.09472222,307,Free Food in W20-307
439,1:06:34 PM,3/20/17,3/20/17,3/20/17 1:06 PM,Mar,20,1,2017,Mon,Spring,11,42.35944444,71.09277778,0,Some Lizzys ice-cream and cake at Copytech 11-004
440,1:50:53 PM,3/20/17,3/20/17,3/20/17 1:50 PM,Mar,20,1,2017,Mon,Spring,11,42.35944444,71.09277778,0,Icecream and cake at 11-004 _ Sorry its gone
441,11:25:21 AM,3/21/17,3/21/17,3/21/17 11:25 AM,Mar,21,1,2017,Tue,Spring,46,42.36222222,71.09138889,3F,Two boxes of pizza in the 3F atrium in building 46 eom
442,7:38:12 PM,3/21/17,3/21/17,3/21/17 7:38 PM,Mar,21,1,2017,Tue,Spring,7,42.35916667,71.09305556,1,"Cheese ravioli, building 7"
443,4:16:25 PM,3/22/17,3/22/17,3/22/17 4:16 PM,Mar,22,1,2017,Wed,Spring,e14,42.36027778,71.08722222,1,Granola in E14 lobby eom
444,5:38:04 PM,3/22/17,3/22/17,3/22/17 5:38 PM,Mar,22,1,2017,Wed,Spring,32,42.36138889,71.09055556,6,Indian food at stata center 6th floor D tower
445,5:40:51 PM,3/22/17,3/22/17,3/22/17 5:40 PM,Mar,22,1,2017,Wed,Spring,32,42.36138889,71.09055556,6,Indian food at stata center 6th floor D tower(1)
446,7:28:23 PM,3/22/17,3/22/17,3/22/17 7:28 PM,Mar,22,1,2017,Wed,Spring,3,42.35888889,71.09222222,270,Mini wraps and sliders 3-270. Eom
447,7:21:55 PM,3/23/17,3/23/17,3/23/17 7:21 PM,Mar,23,1,2017,Thu,Spring,1,42.35805556,71.09194444,150,Bertucci's pasta and bread rolls in 1-150
448,1:00:15 PM,3/24/17,3/24/17,3/24/17 1:00 PM,Mar,24,1,2017,Fri,Spring,6,42.35944444,71.09027778,201,Bagels and coffee outside 6-201 eom
449,3:12:33 PM,3/24/17,3/24/17,3/24/17 3:12 PM,Mar,24,1,2017,Fri,Spring,50,42.35916667,71.08805556,5,50-005
450,2:36:42 PM,3/25/17,3/25/17,3/25/17 2:36 PM,Mar,25,1,2017,Sat,Spring,w20,42.35888889,71.09472222,4,Pad Thai 4th floor of stud
451,4:24:04 PM,3/25/17,3/25/17,3/25/17 4:24 PM,Mar,25,1,2017,Sat,Spring,5,42.35861111,71.09277778,234,Some bagels outside 5-234
452,1:13:51 PM,3/28/17,3/28/17,3/28/17 1:13 PM,Mar,28,1,2017,Tue,Spring,e14,42.36027778,71.08722222,304,sandwiches in 14E-304
453,1:42:21 PM,3/28/17,3/28/17,3/28/17 1:42 PM,Mar,28,1,2017,Tue,Spring,9,42.35972222,71.09333333,255,Thai food outside 9-255 (City Arena) EOM
454,1:50:50 PM,3/28/17,3/28/17,3/28/17 1:50 PM,Mar,28,1,2017,Tue,Spring,34,42.36111111,71.09166667,401,Grier Room Kitchen 34-401
455,4:35:05 PM, 3 Mar 2017 ,3/3/17,3/3/17 4:35 PM,Mar,3,1,2017,Fri,Spring,e14,42.36027778,71.08722222,3,FF in media lab 3rd floor
456,9:13:57 PM, 3 Mar 2017 ,3/3/17,3/3/17 9:13 PM,Mar,3,1,2017,Fri,Spring,1,42.35805556,71.09194444,131,Vegetarian wraps and cucumbers outside 1-131
457,5:28:55 PM,3/30/17,3/30/17,3/30/17 5:28 PM,Mar,30,1,2017,Thu,Spring,10,42.35944444,71.09194444,105,Reception Bush Rm 10-105
458,9:24:59 PM,3/30/17,3/30/17,3/30/17 9:24 PM,Mar,30,1,2017,Thu,Spring,e14,42.36027778,71.08722222,1,"Lots of… black olives, Media Lab"
459,1:28:37 PM, 4 Mar 2017 ,3/4/17,3/4/17 1:28 PM,Mar,4,1,2017,Sat,Spring,6,42.35944444,71.09027778,120,Pizza and Salad outside of 6-120
460,8:58:40 PM, 4 Mar 2017 ,3/4/17,3/4/17 8:58 PM,Mar,4,1,2017,Sat,Spring,32,42.36138889,71.09055556,1,"Quinoa & black beans, salad, cookies, cheese in Stata Forbes Cafe (eom)"
461,10:41:37 PM, 4 Mar 2017 ,3/4/17,3/4/17 10:41 PM,Mar,4,1,2017,Sat,Spring,13,42.35972222,71.0925,1,Oasis in lobby 13 eom
462,8:48:26 PM, 5 Mar 2017 ,3/5/17,3/5/17 8:48 PM,Mar,5,1,2017,Sun,Spring,w20,42.35888889,71.09472222,2,Bertucci's Pasta in 2nd Floor Stratton Lounge (Stud)
463,1:06:37 PM, 6 Mar 2017 ,3/6/17,3/6/17 1:06 PM,Mar,6,1,2017,Mon,Spring,E52,42.36055556,71.08361111,1,Sandwiches in E52 lobby
464,3:27:04 PM, 6 Mar 2017 ,3/6/17,3/6/17 3:27 PM,Mar,6,1,2017,Mon,Spring,e53,42.36111111,71.08333333,1,Mmmm lentil soup - DIY
465,2:46:52 PM, 7 Mar 2017 ,3/7/17,3/7/17 2:46 PM,Mar,7,1,2017,Tue,Spring,34,42.36111111,71.09166667,401,some food in Grier Kitchen
466,1:18:19 PM, 8 Mar 2017 ,3/8/17,3/8/17 1:18 PM,Mar,8,1,2017,Wed,Spring,W20,42.35888889,71.09472222,307,Food in W20-307
467,2:56:07 PM, 8 Mar 2017 ,3/8/17,3/8/17 2:56 PM,Mar,8,1,2017,Wed,Spring,e62,42.36111111,71.0825,1,"Berucci's Pizzas, Salad, Rolls - E62"
468,2:00:40 PM, 9 Mar 2017 ,3/9/17,3/9/17 2:00 PM,Mar,9,1,2017,Thu,Spring,13,42.35972222,71.0925,1,Juice at lobby 13
469,5:23:51 PM, 9 Mar 2017 ,3/9/17,3/9/17 5:23 PM,Mar,9,1,2017,Thu,Spring,e19,42.36194444,71.08777778,1,leftover pizza
470,5:41:07 PM, 9 Mar 2017 ,3/9/17,3/9/17 5:41 PM,Mar,9,1,2017,Thu,Spring,10,42.35944444,71.09194444,5,CHIPOTLE GUAC
471,8:00:28 PM, 9 Mar 2017 ,3/9/17,3/9/17 8:00 PM,Mar,9,1,2017,Thu,Spring,e52,42.36055556,71.08361111,1,Leftover pizza on E52 third floor
472,8:55:58 PM, 9 Mar 2017 ,3/9/17,3/9/17 8:55 PM,Mar,9,1,2017,Thu,Spring,9,42.35972222,71.09333333,255,Food in bldg 9
473,12:16:40 PM, 1 Apr 2017 ,4/1/17,4/1/17 12:16 PM,Apr,1,1,2017,Sat,Spring,6,42.35944444,71.09027778,120,6-120- 6 boxes of pizza and two salad trays
474,3:21:24 PM, 1 Apr 2017 ,4/1/17,4/1/17 3:21 PM,Apr,1,1,2017,Sat,Spring,1,42.35805556,71.09194444,132,Free Pasta and Salad by 1-132
475,7:52:16 PM,4/10/17,4/10/17,4/10/17 7:52 PM,Apr,10,1,2017,Mon,Spring,4,42.35916667,71.09111111,231,burritos in 4-231
476,8:33:39 PM,4/10/17,4/10/17,4/10/17 8:33 PM,Apr,10,1,2017,Mon,Spring,34,42.36111111,71.09166667,401,thelonious 34-401 eom
477,3:58:03 PM,4/11/17,4/11/17,4/11/17 3:58 PM,Apr,11,1,2017,Tue,Spring,6,42.35944444,71.09027778,46,"Unlimited pasta of all types at 6C-046, Run!"
478,3:03:45 PM,4/12/17,4/12/17,4/12/17 3:03 PM,Apr,12,1,2017,Wed,Spring,e14,42.36027778,71.08722222,304,leftovers in 14E-304 kitchen(2)
479,3:26:03 PM,4/12/17,4/12/17,4/12/17 3:26 PM,Apr,12,1,2017,Wed,Spring,66,42.36083333,71.08888889,144,"66-144 brownies, cheese, crackers"
480,3:34:00 PM,4/12/17,4/12/17,4/12/17 3:34 PM,Apr,12,1,2017,Wed,Spring,1,42.35805556,71.09194444,242,Drinks (soda and water) left outside room 1-242
481,3:35:09 PM,4/12/17,4/12/17,4/12/17 3:35 PM,Apr,12,1,2017,Wed,Spring,66,42.36083333,71.08888889,144,no more food in 66-144
482,3:57:18 PM,4/13/17,4/13/17,4/13/17 3:57 PM,Apr,13,1,2017,Thu,Spring,w20,42.35888889,71.09472222,1,free dominoes on first floor couches of stud [eom]
483,6:10:17 PM,4/13/17,4/13/17,4/13/17 6:10 PM,Apr,13,1,2017,Thu,Spring,10,42.35944444,71.09194444,1,Pasta and salad in lobby 10 eom
484,7:47:06 PM,4/13/17,4/13/17,4/13/17 7:47 PM,Apr,13,1,2017,Thu,Spring,6,42.35944444,71.09027778,120,Thai food outside 6-120 EOM
485,7:54:49 PM,4/13/17,4/13/17,4/13/17 7:54 PM,Apr,13,1,2017,Thu,Spring,w20,42.35888889,71.09472222,4,Bertucci's on 4th floor of Stud
486,10:15:37 PM,4/13/17,4/13/17,4/13/17 10:15 PM,Apr,13,1,2017,Thu,Spring,32,42.36138889,71.09055556,144,Cheese and Veggie pizza in stata by 32-144 eom
487,12:19:30 PM,4/14/17,4/14/17,4/14/17 12:19 PM,Apr,14,1,2017,Fri,Spring,E18,42.36166667,71.08777778,228,lunch leftovers in E18-228
488,6:32:05 PM,4/14/17,4/14/17,4/14/17 6:32 PM,Apr,14,1,2017,Fri,Spring,w35,42.35861111,71.09583333,1,Free vegan burritos Z-center lobby eom
489,1:10:18 PM,4/15/17,4/15/17,4/15/17 1:10 PM,Apr,15,1,2017,Sat,Spring,4,42.35916667,71.09111111,153,Burritos and chips outside 4-153
490,11:47:55 AM,4/18/17,4/18/17,4/18/17 11:47 AM,Apr,18,1,2017,Tue,Spring,57,42.36111111,71.09,1,Lunches in the z center ice rink
491,2:59:56 PM,4/18/17,4/18/17,4/18/17 2:59 PM,Apr,18,1,2017,Tue,Spring,36,42.36138889,71.09138889,8,"Pizza and fruit in 36, 8th floor lobby"
492,12:49:24 PM,4/19/17,4/19/17,4/19/17 12:49 PM,Apr,19,1,2017,Wed,Spring,14E,42.35916667,71.08916667,304,leftovers in 14E-304 kitchen(1)
493,6:19:19 PM,4/19/17,4/19/17,4/19/17 6:19 PM,Apr,19,1,2017,Wed,Spring,26,42.36083333,71.09083333,310,"collards, sweet potato mash, salad, chicken outside of 26-310"
494,7:19:02 PM,4/19/17,4/19/17,4/19/17 7:19 PM,Apr,19,1,2017,Wed,Spring,32,42.36138889,71.09055556,155,Anna's and refreshments outside 32-155 eom
495,7:34:10 PM,4/19/17,4/19/17,4/19/17 7:34 PM,Apr,19,1,2017,Wed,Spring,9,42.35972222,71.09333333,451,Pakistani_Indian food outside 9-451
496,7:33:28 PM,4/20/17,4/20/17,4/20/17 7:33 PM,Apr,20,1,2017,Thu,Spring,16,42.36055556,71.08972222,1,Pizza btwn 16&66 eom
497,7:40:48 PM,4/20/17,4/20/17,4/20/17 7:40 PM,Apr,20,1,2017,Thu,Spring,1,42.35805556,71.09194444,1,Leftover pizza cookies and salad building 1 hallway
498,4:21:52 PM,4/21/17,4/21/17,4/21/17 4:21 PM,Apr,21,1,2017,Fri,Spring,26,42.36083333,71.09083333,152,free food in 26-152 5_21 pm
499,8:02:15 PM,4/21/17,4/21/17,4/21/17 8:02 PM,Apr,21,1,2017,Fri,Spring,9,42.35972222,71.09333333,225,Banana plantains in DUSP City Arena [eom]
500,8:13:00 PM,4/21/17,4/21/17,4/21/17 8:13 PM,Apr,21,1,2017,Fri,Spring,32,42.36138889,71.09055556,1,Free catered Saloniki (Greek) in Forbes cafe Stata
501,5:37:48 PM,4/22/17,4/22/17,4/22/17 5:37 PM,Apr,22,1,2017,Sat,Spring,32,42.36138889,71.09055556,144,"32-144 bagels, pizza, OJ"
502,11:32:56 AM,4/23/17,4/23/17,4/23/17 11:32 AM,Apr,23,1,2017,Sun,Spring,57,42.36111111,71.09,1,Pastries and other food at front desk of Johnson Ice Rink (eom)
503,3:29:28 PM,4/23/17,4/23/17,4/23/17 3:29 PM,Apr,23,1,2017,Sun,Spring,w20,42.35888889,71.09472222,2,Free food in front of GSC office W20 2nd floor
504,6:18:52 PM,4/24/17,4/24/17,4/24/17 6:18 PM,Apr,24,1,2017,Mon,Spring,2,42.35861111,71.09,1,"Anna's black beans, chips, salsa, meat, veggies building 2 exit to Killian"
505,8:26:11 PM,4/24/17,4/24/17,4/24/17 8:26 PM,Apr,24,1,2017,Mon,Spring,34,42.36111111,71.09166667,401,Pepper sky outside Grier rooms (eom)
506,6:29:29 PM,4/26/17,4/26/17,4/26/17 6:29 PM,Apr,26,1,2017,Wed,Spring,26,42.36083333,71.09083333,310,"baklava, spicy whipped feta outside 26-310"
507,8:01:56 PM,4/26/17,4/26/17,4/26/17 8:01 PM,Apr,26,1,2017,Wed,Spring,10,42.35944444,71.09194444,485,"Some chicken, rice and Greek salad outside 10-485. No plates eom"
508,3:44:32 PM,4/27/17,4/27/17,4/27/17 3:44 PM,Apr,27,1,2017,Thu,Spring,26,42.36083333,71.09083333,100,"Cheese, crackers and cookies 26-100"
509,4:08:48 PM,4/27/17,4/27/17,4/27/17 4:08 PM,Apr,27,1,2017,Thu,Spring,36,42.36138889,71.09138889,8,"Chips, salsa, cheese, crackers"
510,5:57:57 PM,4/27/17,4/27/17,4/27/17 5:57 PM,Apr,27,1,2017,Thu,Spring,2,42.35861111,71.09,290,Italian food outside 2-290
511,4:23:27 PM,4/28/17,4/28/17,4/28/17 4:23 PM,Apr,28,1,2017,Fri,Spring,9,42.35972222,71.09333333,555,FREE FOOD outside 9-555
512,6:59:13 PM,4/28/17,4/28/17,4/28/17 6:59 PM,Apr,28,1,2017,Fri,Spring,w20,42.35888889,71.09472222,4,Thai food on 4th floor of stud eom
513,1:54:06 PM,4/29/17,4/29/17,4/29/17 1:54 PM,Apr,29,1,2017,Sat,Spring,w20,42.35888889,71.09472222,4,"Mediterranean food in stud, 4th floor lounge"
514,3:27:36 PM,4/29/17,4/29/17,4/29/17 3:27 PM,Apr,29,1,2017,Sat,Spring,3,42.35888889,71.09222222,270,Anna' taqueria salads outside 3-270
515,6:14:32 PM, 3 Apr 2017 ,4/3/17,4/3/17 6:14 PM,Apr,3,1,2017,Mon,Spring,32,42.36138889,71.09055556,123,Thai takeout in front of Stata 32-123
516,4:50:20 PM, 4 Apr 2017 ,4/4/17,4/4/17 4:50 PM,Apr,4,1,2017,Tue,Spring,32,42.36138889,71.09055556,G401,32-G401 BYO plate!
517,8:05:14 PM, 4 Apr 2017 ,4/4/17,4/4/17 8:05 PM,Apr,4,1,2017,Tue,Spring,e14,42.36027778,71.08722222,3,"Food. Free. Lots. Media Lab, third floor"
